"","mean","se_mean","sd","2.5%","50%","97.5%","n_eff","Rhat"
"M[1]",0.0719417780009087,0.000370610399210121,0.0796573437478605,-0.0827774456795082,0.0714889703401376,0.230372702612983,46197.283413605,0.999922319281877
"M[2]",0.039898637873563,0.000521733670546926,0.0640713312127865,-0.0538220408729928,0.0246272017644643,0.195412226843759,15080.9869612785,1.00019564862069
"M[3]",-0.176089862928406,0.000414592521079635,0.0743837549869536,-0.32864653849255,-0.17385786945611,-0.0366264696998484,32189.4287566159,0.999962414204797
"M[4]",-0.0704226383459449,0.000373231655516246,0.0789451344042393,-0.227658653448181,-0.0700188937047054,0.0830185102297113,44739.7748873497,1.00000412128088
"M[5]",-0.00208822466481268,0.000379473222380015,0.0814645017897561,-0.161766793754131,-0.00167897987523707,0.157919882017946,46086.586382342,0.999920906048874
"M[6]",0.00759247250025983,0.000382507826708769,0.0813453956743285,-0.151711625480161,0.00751972952737806,0.167028456724438,45225.7002611186,1.0000021883768
"M[7]",0.000154042752441879,0.000355302486950148,0.0768089907437111,-0.151882804888239,0.000154895224964979,0.150854523407513,46733.4262599843,0.999989894571849
"M[8]",0.0087469044452266,0.000363206055407181,0.0795363830019556,-0.146414838359116,0.00875451844122521,0.165395762222027,47954.0744516471,0.999900405522452
"M[9]",0.0278152001689755,0.000334120427516621,0.0538847153306567,-0.0638084483752938,0.0229688865802903,0.150818676962038,26009.0882860674,1.00004302630178
"M[10]",0.0371699622503524,0.000345936001783523,0.0742326295444253,-0.113890728448646,0.0385852524940435,0.179869024571149,46046.6634224517,0.999920819219376
"M[11]",-0.0821110030450963,0.000363727953420653,0.0801112499465501,-0.233466008123003,-0.084147255675335,0.0807855646201533,48510.266209026,0.999980195565102
"M[12]",0.0633234038492216,0.000351835531706492,0.071429075558568,-0.0844658170036912,0.0657224190462543,0.197400563700687,41216.4578689868,0.999968703321249
"M[13]",0.092880677339384,0.000347689476320904,0.0748165464766758,-0.0547355288086291,0.0930424527952282,0.240446678249135,46303.3297413202,0.999993566493044
"M[14]",-0.122910086800247,0.000359363304447527,0.0688790691061301,-0.264515021341763,-0.120835394692468,0.00686262281887012,36737.2870738367,0.999978591379802
"M[15]",0.100182535326184,0.000374348979033771,0.0797977190463792,-0.0574998942074108,0.100104872145698,0.25712963963119,45438.8832424887,0.999964318236783
"M[16]",0.0753986392863675,0.000382149232105237,0.0788125399833661,-0.0761229419823712,0.0750638913232221,0.23152193946605,42532.8677776892,0.999975445053641
"M[17]",0.00365665014765706,0.000333026454031859,0.0731780656672031,-0.14143184759987,0.00339546821301551,0.147062207097945,48284.1271239879,0.999898630211606
"M[18]",0.160517655701052,0.000369280347050434,0.0781701740511014,0.00554569272092953,0.160786244028557,0.312981287217023,44809.4658869116,0.999997998053656
"M[19]",-0.00109390281092676,0.000409492707314122,0.0835482474520324,-0.164335404501115,-0.00123206571029283,0.163984626602652,41627.6932035139,0.999957603050177
"M[20]",0.174954182197892,0.000628118054686516,0.0897726048399956,-0.0355254871523306,0.1868905224864,0.309724470688097,20427.0240264198,1.00013842381899
"M[21]",0.0828272658072749,0.000365447503032844,0.0792002407491354,-0.0710688059427116,0.0821253307517315,0.239940665991452,46968.1014854468,0.999988480467459
"M[22]",0.0454849821154274,0.000371016209714736,0.0789604975350916,-0.109725324520557,0.0451253841992694,0.198796807741328,45293.3020610924,0.99993999713983
"M[23]",-0.0399189760320449,0.000374436428090029,0.0814596953962413,-0.199357317275977,-0.0400625092847033,0.121054009891869,47329.2231621617,0.999985285839811
"M[24]",0.0225710426529819,0.000415971150273367,0.0626126296694312,-0.10948111673733,0.0278249923022968,0.129139247909029,22656.7423517758,0.999950155649345
"M[25]",0.0414405667520037,0.000413301265427951,0.0842695933848136,-0.12025924158983,0.0402945044329192,0.208358876604293,41572.7091390518,1.00006887159967
"M[26]",-0.0523232901431481,0.000363107414235753,0.0793963249172998,-0.209552781328368,-0.0521890555261686,0.104908660530269,47811.3016161913,0.9999592960076
"M[27]",-0.0485832831117253,0.000371704842264447,0.0797479068773482,-0.205699827422365,-0.0491687910427975,0.108265187243923,46030.1243990756,1.00001615340973
"M[28]",-0.000609823418753498,0.000382459011164201,0.0823466704177502,-0.162844229080185,1.84936092622046e-05,0.159389272661976,46357.7438811936,0.999946107426802
"M[29]",0.000434264555419778,0.000424748795877601,0.0950274389486751,-0.186417254145747,0.000423127991460104,0.188165162057619,50053.4177203519,0.999936629627248
"M[30]",0.0289119075547067,0.000368945676952778,0.080589634308543,-0.128516397069004,0.028750578954513,0.185951315961047,47712.6477974053,0.999961160947638
"M[31]",0.172774878864096,0.000167932698137315,0.0305296744760508,0.117483365600659,0.172376473127319,0.232795413435177,33050.1789853922,0.999999929246643
"M[32]",-0.0841769917909943,0.000382546097147408,0.0830553652922068,-0.247625123394128,-0.0834795690043351,0.0779939766911835,47137.6398953899,0.99996715193309
"M[33]",-0.00248101622449907,0.000332283113645242,0.0730161343311508,-0.14827101032428,-0.00134960088323144,0.137043746104626,48285.98891304,0.999972651233458
"M[34]",-0.0587973501936602,0.00040300241603469,0.0876394687180081,-0.233465149695627,-0.0586683122828582,0.112302118773947,47291.6179817488,1.00006969732661
"M[35]",-0.0232571296536963,0.000390319393927165,0.0878710062101708,-0.19295769450986,-0.0245412649106107,0.153146158544985,50681.6724252439,0.999920535501115
"M[36]",-0.0166007591665652,0.000364214522955995,0.079584019475318,-0.17134808530074,-0.0171979518431649,0.14082551394356,47746.0250298619,0.999995092976684
"M[37]",0.0452900624428954,0.000374039250006548,0.0820784092817995,-0.115171085663789,0.0455826347090692,0.206564309732264,48153.01746813,0.999925673016366
"M[38]",-0.107004808905017,0.00036623749766496,0.0769057705141829,-0.26250627462558,-0.104515214614006,0.0389806766626513,44095.2936766035,1.00004637267144
"M[39]",-0.0379805735963977,0.000356671829974004,0.0794873733410709,-0.194538774090134,-0.0372836671626842,0.116303833523755,49665.9414148937,0.999940007991421
"M[40]",-0.219423271821029,0.000652939199806683,0.0790256235203855,-0.371470637912548,-0.220679108554105,-0.0683966736184539,14648.4062862305,1.00003424265042
"M[41]",-0.000332904110092529,0.000352237273554527,0.0766963094674951,-0.149892192443655,-0.00083265841364466,0.149323303639944,47410.9122414681,0.999939567566409
"M[42]",-0.00211889503130286,0.000393660555322282,0.0841052264693647,-0.165525596555435,-0.00273217519003865,0.164206490482919,45645.9413166044,0.999945688939503
"M[43]",0.0182035075112479,0.000367540293211408,0.0779542533034224,-0.138417766973699,0.0189349002276499,0.168761538058377,44985.2063507824,0.999916855968368
"M[44]",-0.0205042471069018,0.000396855337720443,0.0818835932366006,-0.180831753963895,-0.0198995331082027,0.141240590085016,42572.5174865067,1.00005206636714
"M[45]",0.000369200878377876,0.000361313954689229,0.0766163476362128,-0.150287344145932,0.000178476915931369,0.150647393418623,44964.8780048535,0.999950292207625
"M[46]",0.0312452444203723,0.000503084787770226,0.104990875694281,-0.177906505090744,0.0323900786882671,0.235677377630374,43553.2677682694,0.999949368717657
"SDPlus[1]",0.7715828976422,0.000859980226125464,0.155645366501494,0.42984396900839,0.794448259124516,0.99020936771874,32756.3469156225,1.00002637515976
"SDPlus[2]",0.744751821305599,0.000913789392062572,0.155553766346112,0.426730737348612,0.755625901334556,0.985124671651518,28978.0286574545,1.00002913752657
"SDPlus[3]",0.343640015778695,0.000551615614606634,0.0831012315847182,0.193752901292127,0.338751750980944,0.518806535649789,22695.6078002201,1.00003646981427
"SDPlus[4]",0.6897908423864,0.00101802673572629,0.157149032817301,0.40718469601783,0.68330535487375,0.97598868024098,23828.9583125772,0.999952608185165
"SDPlus[5]",0.752486950519366,0.00091485364771085,0.154600111733718,0.436778553703821,0.764867951661528,0.987989269424716,28557.2483771748,0.999948574091171
"SDPlus[6]",0.750148036716877,0.000905578223866946,0.156220864979253,0.432123735572424,0.763130418982501,0.988209758638037,29759.5345887413,1.00013006560773
"SDPlus[7]",0.854410178246795,0.000572465877993522,0.110549950436299,0.591534868276402,0.877667869137533,0.994376226006526,37292.1904392209,0.999985885773624
"SDPlus[8]",0.815647920816674,0.00070839460888934,0.130638293269035,0.523934440785806,0.837454324552534,0.992466966356091,34008.7367940695,0.999929144574561
"SDPlus[9]",0.780916434413585,0.000840323538752967,0.141903077642136,0.486191940659645,0.796010683786332,0.989604161123724,28516.12904898,0.999935326138681
"SDPlus[10]",0.525316258497321,0.0013113943793198,0.183845310912441,0.251187208961811,0.490648113565643,0.939371555020965,19653.4355520702,0.999960569682512
"SDPlus[11]",0.61536127958971,0.00113617238041367,0.168279573047444,0.338128937824947,0.594214211724778,0.961976825546817,21936.8541410027,1.00008953516332
"SDPlus[12]",0.492560752839272,0.001410127568313,0.183395162874717,0.228383644430361,0.455149391953359,0.924243351180078,16914.4915379999,1.00026992750434
"SDPlus[13]",0.640395912222342,0.00120202956462228,0.189514395999399,0.303882799151989,0.632664289790707,0.974639008929325,24857.3090723816,1.00006902728812
"SDPlus[14]",0.368066314247381,0.000615261528663097,0.0900233936320177,0.219716204729033,0.358785015848601,0.569024717924787,21408.746554728,1.00016310603179
"SDPlus[15]",0.810692301949605,0.000725975493703434,0.138989822421278,0.493545019852326,0.836279654613419,0.992856704540466,36654.0593411698,0.99998959202982
"SDPlus[16]",0.759223092729651,0.000890428201737784,0.159505143331756,0.420098474705702,0.779191026637535,0.988856083204099,32088.6591575543,1.00003030401713
"SDPlus[17]",0.536994204159685,0.00122260446833165,0.170893131952648,0.279678616497441,0.506214770913783,0.932631342080328,19537.8720383441,1.0000745228059
"SDPlus[18]",0.783348767006753,0.000809703307859784,0.154334817710218,0.434184515570854,0.809077860499064,0.991245053442973,36330.8868816994,0.999933857527973
