exp,freq_var,group,subj,x,trial,y
3,variable,fixed,10,5,3,0
3,variable,fixed,10,5,4,1
3,variable,fixed,10,5,5,1
3,variable,fixed,10,5,6,0
3,variable,fixed,10,5,7,0
3,variable,fixed,10,5,8,1
3,variable,fixed,10,5,9,1
3,variable,fixed,10,5,10,1
3,variable,fixed,10,5,11,1
3,variable,fixed,10,5,12,1
3,variable,fixed,10,6,1,0
3,variable,fixed,10,6,2,0
3,variable,fixed,10,6,3,1
3,variable,fixed,10,6,4,1
3,variable,fixed,10,6,5,1
3,variable,fixed,10,6,6,1
3,variable,fixed,10,6,7,0
3,variable,fixed,10,6,8,1
3,variable,fixed,10,6,9,1
3,variable,fixed,10,6,10,1
3,variable,fixed,10,6,11,1
3,variable,fixed,10,6,12,0
3,variable,fixed,11,0,1,1
3,variable,fixed,11,0,2,1
3,variable,fixed,11,0,3,1
3,variable,fixed,11,0,4,1
3,variable,fixed,11,0,5,1
3,variable,fixed,11,0,6,1
3,variable,fixed,11,0,7,1
3,variable,fixed,11,0,8,1
3,variable,fixed,11,0,9,1
3,variable,fixed,11,0,10,1
3,variable,fixed,11,0,11,1
3,variable,fixed,11,0,12,0
3,variable,fixed,11,1,1,1
3,variable,fixed,11,1,2,1
3,variable,fixed,11,1,3,1
3,variable,fixed,11,1,4,1
3,variable,fixed,11,1,5,1
3,variable,fixed,11,1,6,1
3,variable,fixed,11,1,7,1
3,variable,fixed,11,1,8,1
3,variable,fixed,11,1,9,1
3,variable,fixed,11,1,10,1
3,variable,fixed,11,1,11,1
3,variable,fixed,11,1,12,1
3,variable,fixed,11,2,1,1
3,variable,fixed,11,2,2,1
3,variable,fixed,11,2,3,1
3,variable,fixed,11,2,4,1
3,variable,fixed,11,2,5,1
3,variable,fixed,11,2,6,1
3,variable,fixed,11,2,7,1
3,variable,fixed,11,2,8,1
3,variable,fixed,11,2,9,1
3,variable,fixed,11,2,10,1
3,variable,fixed,11,2,11,1
3,variable,fixed,11,2,12,1
3,variable,fixed,11,3,1,1
3,variable,fixed,11,3,2,1
3,variable,fixed,11,3,3,1
3,variable,fixed,11,3,4,1
3,variable,fixed,11,3,5,1
3,variable,fixed,11,3,6,1
3,variable,fixed,11,3,7,1
3,variable,fixed,11,3,8,1
3,variable,fixed,11,3,9,1
3,variable,fixed,11,3,10,1
3,variable,fixed,11,3,11,1
3,variable,fixed,11,3,12,1
3,variable,fixed,11,4,1,1
3,variable,fixed,11,4,2,1
3,variable,fixed,11,4,3,1
3,variable,fixed,11,4,4,1
3,variable,fixed,11,4,5,1
3,variable,fixed,11,4,6,1
3,variable,fixed,11,4,7,1
3,variable,fixed,11,4,8,1
3,variable,fixed,11,4,9,1
3,variable,fixed,11,4,10,1
3,variable,fixed,11,4,11,1
3,variable,fixed,11,4,12,1
3,variable,fixed,11,5,1,0
3,variable,fixed,11,5,2,0
3,variable,fixed,11,5,3,0
3,variable,fixed,11,5,4,0
3,variable,fixed,11,5,5,0
3,variable,fixed,11,5,6,0
3,variable,fixed,11,5,7,1
3,variable,fixed,11,5,8,1
3,variable,fixed,11,5,9,1
3,variable,fixed,11,5,10,1
3,variable,fixed,11,5,11,1
3,variable,fixed,11,5,12,1
3,variable,fixed,11,6,1,0
3,variable,fixed,11,6,2,0
3,variable,fixed,11,6,3,0
3,variable,fixed,11,6,4,0
3,variable,fixed,11,6,5,0
3,variable,fixed,11,6,6,0
3,variable,fixed,11,6,7,1
3,variable,fixed,11,6,8,1
3,variable,fixed,11,6,9,1
3,variable,fixed,11,6,10,1
3,variable,fixed,11,6,11,1
3,variable,fixed,11,6,12,1
3,variable,fixed,12,0,1,1
3,variable,fixed,12,0,2,1
3,variable,fixed,12,0,3,1
3,variable,fixed,12,0,4,1
3,variable,fixed,12,0,5,0
3,variable,fixed,12,0,6,1
3,variable,fixed,12,0,7,1
3,variable,fixed,12,0,8,1
3,variable,fixed,12,0,9,1
3,variable,fixed,12,0,10,1
3,variable,fixed,12,0,11,1
3,variable,fixed,12,0,12,1
3,variable,fixed,12,1,1,1
3,variable,fixed,12,1,2,1
3,variable,fixed,12,1,3,1
3,variable,fixed,12,1,4,1
3,variable,fixed,12,1,5,0
3,variable,fixed,12,1,6,0
3,variable,fixed,12,1,7,1
3,variable,fixed,12,1,8,1
3,variable,fixed,12,1,9,1
3,variable,fixed,12,1,10,1
3,variable,fixed,12,1,11,1
3,variable,fixed,12,1,12,1
3,variable,fixed,12,2,1,1
3,variable,fixed,12,2,2,1
3,variable,fixed,12,2,3,1
3,variable,fixed,12,2,4,1
3,variable,fixed,12,2,5,1
3,variable,fixed,12,2,6,1
3,variable,fixed,12,2,7,0
3,variable,fixed,12,2,8,1
3,variable,fixed,12,2,9,0
3,variable,fixed,12,2,10,1
3,variable,fixed,12,2,11,1
3,variable,fixed,12,2,12,1
3,variable,fixed,12,3,1,0
3,variable,fixed,12,3,2,1
3,variable,fixed,12,3,3,1
3,variable,fixed,12,3,4,0
3,variable,fixed,12,3,5,1
3,variable,fixed,12,3,6,1
3,variable,fixed,12,3,7,0
3,variable,fixed,12,3,8,0
3,variable,fixed,12,3,9,0
3,variable,fixed,12,3,10,0
3,variable,fixed,12,3,11,1
3,variable,fixed,12,3,12,1
3,variable,fixed,12,4,1,0
3,variable,fixed,12,4,2,1
3,variable,fixed,12,4,3,1
3,variable,fixed,12,4,4,1
3,variable,fixed,12,4,5,1
3,variable,fixed,12,4,6,1
3,variable,fixed,12,4,7,1
3,variable,fixed,12,4,8,1
3,variable,fixed,12,4,9,0
3,variable,fixed,12,4,10,1
3,variable,fixed,12,4,11,1
3,variable,fixed,12,4,12,1
3,variable,fixed,12,5,1,0
3,variable,fixed,12,5,2,1
3,variable,fixed,12,5,3,1
3,variable,fixed,12,5,4,1
3,variable,fixed,12,5,5,1
3,variable,fixed,12,5,6,1
3,variable,fixed,12,5,7,1
3,variable,fixed,12,5,8,1
3,variable,fixed,12,5,9,0
3,variable,fixed,12,5,10,1
3,variable,fixed,12,5,11,0
3,variable,fixed,12,5,12,0
3,variable,fixed,12,6,1,0
3,variable,fixed,12,6,2,0
3,variable,fixed,12,6,3,1
3,variable,fixed,12,6,4,1
3,variable,fixed,12,6,5,1
3,variable,fixed,12,6,6,1
3,variable,fixed,12,6,7,0
3,variable,fixed,12,6,8,0
3,variable,fixed,12,6,9,0
3,variable,fixed,12,6,10,0
3,variable,fixed,12,6,11,0
3,variable,fixed,12,6,12,1
3,fixed,fixed,13,0,1,1
3,fixed,fixed,13,0,2,1
3,fixed,fixed,13,0,3,1
3,fixed,fixed,13,0,4,1
3,fixed,fixed,13,0,5,1
3,fixed,fixed,13,0,6,1
3,fixed,fixed,13,0,7,1
3,fixed,fixed,13,0,8,1
3,fixed,fixed,13,0,9,1
3,fixed,fixed,13,0,10,1
3,fixed,fixed,13,0,11,1
3,fixed,fixed,13,0,12,1
3,fixed,fixed,13,1,1,1
3,fixed,fixed,13,1,2,1
3,fixed,fixed,13,1,3,1
3,fixed,fixed,13,1,4,1
3,fixed,fixed,13,1,5,1
3,fixed,fixed,13,1,6,1
3,fixed,fixed,13,1,7,1
3,fixed,fixed,13,1,8,1
3,fixed,fixed,13,1,9,1
3,fixed,fixed,13,1,10,1
3,fixed,fixed,13,1,11,1
3,fixed,fixed,13,1,12,1
3,fixed,fixed,13,2,1,1
3,fixed,fixed,13,2,2,1
3,fixed,fixed,13,2,3,1
3,fixed,fixed,13,2,4,1
3,fixed,fixed,13,2,5,1
3,fixed,fixed,13,2,6,1
3,fixed,fixed,13,2,7,1
3,fixed,fixed,13,2,8,1
3,fixed,fixed,13,2,9,1
3,fixed,fixed,13,2,10,1
3,fixed,fixed,13,2,11,1
3,fixed,fixed,13,2,12,1
3,fixed,fixed,13,3,1,1
3,fixed,fixed,13,3,2,1
3,fixed,fixed,13,3,3,1
3,fixed,fixed,13,3,4,1
3,fixed,fixed,13,3,5,1
3,fixed,fixed,13,3,6,1
3,fixed,fixed,13,3,7,1
3,fixed,fixed,13,3,8,1
3,fixed,fixed,13,3,9,1
3,fixed,fixed,13,3,10,1
3,fixed,fixed,13,3,11,1
3,fixed,fixed,13,3,12,1
3,fixed,fixed,13,4,1,1
3,fixed,fixed,13,4,2,1
3,fixed,fixed,13,4,3,1
3,fixed,fixed,13,4,4,1
3,fixed,fixed,13,4,5,1
3,fixed,fixed,13,4,6,1
3,fixed,fixed,13,4,7,1
3,fixed,fixed,13,4,8,1
3,fixed,fixed,13,4,9,1
3,fixed,fixed,13,4,10,1
3,fixed,fixed,13,4,11,1
3,fixed,fixed,13,4,12,1
3,fixed,fixed,13,5,1,1
3,fixed,fixed,13,5,2,1
3,fixed,fixed,13,5,3,1
3,fixed,fixed,13,5,4,1
3,fixed,fixed,13,5,5,1
3,fixed,fixed,13,5,6,1
3,fixed,fixed,13,5,7,1
3,fixed,fixed,13,5,8,0
3,fixed,fixed,13,5,9,0
3,fixed,fixed,13,5,10,0
3,fixed,fixed,13,5,11,0
3,fixed,fixed,13,5,12,0
3,fixed,fixed,13,6,1,1
3,fixed,fixed,13,6,2,1
3,fixed,fixed,13,6,3,1
3,fixed,fixed,13,6,4,1
3,fixed,fixed,13,6,5,1
3,fixed,fixed,13,6,6,1
3,fixed,fixed,13,6,7,0
3,fixed,fixed,13,6,8,0
3,fixed,fixed,13,6,9,0
3,fixed,fixed,13,6,10,0
3,fixed,fixed,13,6,11,0
3,fixed,fixed,13,6,12,0
3,fixed,fixed,14,0,1,1
3,fixed,fixed,14,0,2,1
3,fixed,fixed,14,0,3,1
3,fixed,fixed,14,0,4,1
3,fixed,fixed,14,0,5,1
3,fixed,fixed,14,0,6,1
3,fixed,fixed,14,0,7,0
3,fixed,fixed,14,0,8,1
3,fixed,fixed,14,0,9,1
3,fixed,fixed,14,0,10,1
3,fixed,fixed,14,0,11,1
3,fixed,fixed,14,0,12,1
3,fixed,fixed,14,1,1,1
3,fixed,fixed,14,1,2,1
3,fixed,fixed,14,1,3,1
3,fixed,fixed,14,1,4,1
3,fixed,fixed,14,1,5,1
3,fixed,fixed,14,1,6,1
3,fixed,fixed,14,1,7,1
3,fixed,fixed,14,1,8,1
3,fixed,fixed,14,1,9,1
3,fixed,fixed,14,1,10,1
3,fixed,fixed,14,1,11,1
3,fixed,fixed,14,1,12,1
3,fixed,fixed,14,2,1,1
3,fixed,fixed,14,2,2,1
3,fixed,fixed,14,2,3,1
3,fixed,fixed,14,2,4,1
3,fixed,fixed,14,2,5,1
3,fixed,fixed,14,2,6,1
3,fixed,fixed,14,2,7,1
3,fixed,fixed,14,2,8,1
3,fixed,fixed,14,2,9,1
3,fixed,fixed,14,2,10,1
3,fixed,fixed,14,2,11,1
3,fixed,fixed,14,2,12,1
3,fixed,fixed,14,3,1,1
3,fixed,fixed,14,3,2,1
3,fixed,fixed,14,3,3,1
3,fixed,fixed,14,3,4,1
3,fixed,fixed,14,3,5,1
3,fixed,fixed,14,3,6,1
3,fixed,fixed,14,3,7,1
3,fixed,fixed,14,3,8,1
3,fixed,fixed,14,3,9,1
3,fixed,fixed,14,3,10,1
3,fixed,fixed,14,3,11,1
3,fixed,fixed,14,3,12,1
3,fixed,fixed,14,4,1,1
3,fixed,fixed,14,4,2,1
3,fixed,fixed,14,4,3,1
3,fixed,fixed,14,4,4,1
3,fixed,fixed,14,4,5,1
3,fixed,fixed,14,4,6,1
3,fixed,fixed,14,4,7,1
3,fixed,fixed,14,4,8,1
3,fixed,fixed,14,4,9,1
3,fixed,fixed,14,4,10,1
3,fixed,fixed,14,4,11,1
3,fixed,fixed,14,4,12,1
3,fixed,fixed,14,5,1,1
3,fixed,fixed,14,5,2,0
3,fixed,fixed,14,5,3,1
3,fixed,fixed,14,5,4,1
3,fixed,fixed,14,5,5,1
3,fixed,fixed,14,5,6,1
3,fixed,fixed,14,5,7,1
3,fixed,fixed,14,5,8,1
3,fixed,fixed,14,5,9,1
3,fixed,fixed,14,5,10,1
3,fixed,fixed,14,5,11,1
3,fixed,fixed,14,5,12,1
3,fixed,fixed,14,6,1,1
3,fixed,fixed,14,6,2,1
3,fixed,fixed,14,6,3,1
3,fixed,fixed,14,6,4,1
3,fixed,fixed,14,6,5,1
3,fixed,fixed,14,6,6,1
3,fixed,fixed,14,6,7,0
3,fixed,fixed,14,6,8,1
3,fixed,fixed,14,6,9,1
3,fixed,fixed,14,6,10,1
3,fixed,fixed,14,6,11,1
3,fixed,fixed,14,6,12,1
3,fixed,fixed,15,0,1,1
3,fixed,fixed,15,0,2,1
3,fixed,fixed,15,0,3,1
3,fixed,fixed,15,0,4,1
3,fixed,fixed,15,0,5,1
3,fixed,fixed,15,0,6,1
3,fixed,fixed,15,0,7,1
3,fixed,fixed,15,0,8,0
3,fixed,fixed,15,0,9,0
3,fixed,fixed,15,0,10,1
3,fixed,fixed,15,0,11,1
3,fixed,fixed,15,0,12,1
3,fixed,fixed,15,1,1,1
3,fixed,fixed,15,1,2,1
3,fixed,fixed,15,1,3,1
3,fixed,fixed,15,1,4,1
3,fixed,fixed,15,1,5,1
3,fixed,fixed,15,1,6,1
3,fixed,fixed,15,1,7,1
3,fixed,fixed,15,1,8,1
3,fixed,fixed,15,1,9,1
3,fixed,fixed,15,1,10,1
3,fixed,fixed,15,1,11,1
3,fixed,fixed,15,1,12,1
3,fixed,fixed,15,2,1,1
3,fixed,fixed,15,2,2,1
3,fixed,fixed,15,2,3,1
3,fixed,fixed,15,2,4,1
3,fixed,fixed,15,2,5,1
3,fixed,fixed,15,2,6,1
3,fixed,fixed,15,2,7,1
3,fixed,fixed,15,2,8,1
3,fixed,fixed,15,2,9,1
3,fixed,fixed,15,2,10,1
3,fixed,fixed,15,2,11,1
3,fixed,fixed,15,2,12,1
3,fixed,fixed,15,3,1,1
3,fixed,fixed,15,3,2,0
3,fixed,fixed,15,3,3,1
3,fixed,fixed,15,3,4,1
3,fixed,fixed,15,3,5,0
3,fixed,fixed,15,3,6,1
3,fixed,fixed,15,3,7,1
3,fixed,fixed,15,3,8,1
3,fixed,fixed,15,3,9,1
3,fixed,fixed,15,3,10,0
3,fixed,fixed,15,3,11,1
3,fixed,fixed,15,3,12,1
3,fixed,fixed,15,4,1,1
3,fixed,fixed,15,4,2,1
3,fixed,fixed,15,4,3,1
3,fixed,fixed,15,4,4,1
3,fixed,fixed,15,4,5,0
3,fixed,fixed,15,4,6,0
3,fixed,fixed,15,4,7,0
3,fixed,fixed,15,4,8,0
3,fixed,fixed,15,4,9,0
3,fixed,fixed,15,4,10,0
3,fixed,fixed,15,4,11,0
3,fixed,fixed,15,4,12,1
3,fixed,fixed,15,5,1,0
3,fixed,fixed,15,5,2,0
3,fixed,fixed,15,5,3,1
3,fixed,fixed,15,5,4,0
3,fixed,fixed,15,5,5,0
3,fixed,fixed,15,5,6,0
3,fixed,fixed,15,5,7,0
3,fixed,fixed,15,5,8,0
3,fixed,fixed,15,5,9,0
3,fixed,fixed,15,5,10,0
3,fixed,fixed,15,5,11,0
3,fixed,fixed,15,5,12,0
3,fixed,fixed,15,6,1,0
3,fixed,fixed,15,6,2,1
3,fixed,fixed,15,6,3,0
3,fixed,fixed,15,6,4,0
3,fixed,fixed,15,6,5,0
3,fixed,fixed,15,6,6,1
3,fixed,fixed,15,6,7,0
3,fixed,fixed,15,6,8,0
3,fixed,fixed,15,6,9,0
3,fixed,fixed,15,6,10,0
3,fixed,fixed,15,6,11,0
3,fixed,fixed,15,6,12,0
3,fixed,fixed,16,0,1,1
3,fixed,fixed,16,0,2,1
3,fixed,fixed,16,0,3,1
3,fixed,fixed,16,0,4,1
3,fixed,fixed,16,0,5,1
3,fixed,fixed,16,0,6,1
3,fixed,fixed,16,0,7,1
3,fixed,fixed,16,0,8,1
3,fixed,fixed,16,0,9,1
3,fixed,fixed,16,0,10,0
3,fixed,fixed,16,0,11,1
3,fixed,fixed,16,0,12,1
3,fixed,fixed,16,1,1,1
3,fixed,fixed,16,1,2,1
3,fixed,fixed,16,1,3,1
3,fixed,fixed,16,1,4,1
3,fixed,fixed,16,1,5,1
3,fixed,fixed,16,1,6,1
3,fixed,fixed,16,1,7,1
3,fixed,fixed,16,1,8,1
3,fixed,fixed,16,1,9,1
3,fixed,fixed,16,1,10,1
3,fixed,fixed,16,1,11,0
3,fixed,fixed,16,1,12,1
3,fixed,fixed,16,2,1,0
3,fixed,fixed,16,2,2,0
3,fixed,fixed,16,2,3,0
3,fixed,fixed,16,2,4,0
3,fixed,fixed,16,2,5,0
3,fixed,fixed,16,2,6,0
3,fixed,fixed,16,2,7,0
3,fixed,fixed,16,2,8,1
3,fixed,fixed,16,2,9,1
3,fixed,fixed,16,2,10,0
3,fixed,fixed,16,2,11,1
3,fixed,fixed,16,2,12,1
3,fixed,fixed,16,3,1,0
3,fixed,fixed,16,3,2,0
3,fixed,fixed,16,3,3,0
3,fixed,fixed,16,3,4,0
3,fixed,fixed,16,3,5,0
3,fixed,fixed,16,3,6,0
3,fixed,fixed,16,3,7,0
3,fixed,fixed,16,3,8,1
3,fixed,fixed,16,3,9,1
3,fixed,fixed,16,3,10,1
3,fixed,fixed,16,3,11,1
3,fixed,fixed,16,3,12,1
3,fixed,fixed,16,4,1,0
3,fixed,fixed,16,4,2,0
3,fixed,fixed,16,4,3,0
3,fixed,fixed,16,4,4,0
3,fixed,fixed,16,4,5,0
3,fixed,fixed,16,4,6,0
3,fixed,fixed,16,4,7,0
3,fixed,fixed,16,4,8,1
3,fixed,fixed,16,4,9,1
3,fixed,fixed,16,4,10,0
3,fixed,fixed,16,4,11,0
3,fixed,fixed,16,4,12,0
3,fixed,fixed,16,5,1,0
3,fixed,fixed,16,5,2,0
3,fixed,fixed,16,5,3,0
3,fixed,fixed,16,5,4,0
3,fixed,fixed,16,5,5,0
3,fixed,fixed,16,5,6,0
3,fixed,fixed,16,5,7,1
3,fixed,fixed,16,5,8,1
3,fixed,fixed,16,5,9,1
3,fixed,fixed,16,5,10,1
3,fixed,fixed,16,5,11,0
3,fixed,fixed,16,5,12,0
3,fixed,fixed,16,6,1,0
3,fixed,fixed,16,6,2,0
3,fixed,fixed,16,6,3,0
3,fixed,fixed,16,6,4,0
3,fixed,fixed,16,6,5,0
3,fixed,fixed,16,6,6,0
3,fixed,fixed,16,6,7,0
3,fixed,fixed,16,6,8,1
3,fixed,fixed,16,6,9,1
3,fixed,fixed,16,6,10,1
3,fixed,fixed,16,6,11,0
3,fixed,fixed,16,6,12,0
3,fixed,fixed,17,0,1,1
3,fixed,fixed,17,0,2,1
3,fixed,fixed,17,0,3,1
3,fixed,fixed,17,0,4,1
3,fixed,fixed,17,0,5,1
3,fixed,fixed,17,0,6,1
3,fixed,fixed,17,0,7,1
3,fixed,fixed,17,0,8,1
3,fixed,fixed,17,0,9,1
3,fixed,fixed,17,0,10,1
3,fixed,fixed,17,0,11,1
3,fixed,fixed,17,0,12,1
3,fixed,fixed,17,1,1,1
3,fixed,fixed,17,1,2,1
3,fixed,fixed,17,1,3,1
3,fixed,fixed,17,1,4,1
3,fixed,fixed,17,1,5,1
3,fixed,fixed,17,1,6,1
3,fixed,fixed,17,1,7,1
3,fixed,fixed,17,1,8,0
3,fixed,fixed,17,1,9,1
3,fixed,fixed,17,1,10,1
3,fixed,fixed,17,1,11,1
3,fixed,fixed,17,1,12,1
3,fixed,fixed,17,2,1,1
3,fixed,fixed,17,2,2,1
3,fixed,fixed,17,2,3,1
3,fixed,fixed,17,2,4,1
3,fixed,fixed,17,2,5,1
3,fixed,fixed,17,2,6,1
3,fixed,fixed,17,2,7,1
3,fixed,fixed,17,2,8,1
3,fixed,fixed,17,2,9,1
3,fixed,fixed,17,2,10,1
3,fixed,fixed,17,2,11,1
3,fixed,fixed,17,2,12,1
3,fixed,fixed,17,3,1,0
3,fixed,fixed,17,3,2,0
3,fixed,fixed,17,3,3,0
3,fixed,fixed,17,3,4,1
3,fixed,fixed,17,3,5,1
3,fixed,fixed,17,3,6,1
3,fixed,fixed,17,3,7,1
3,fixed,fixed,17,3,8,1
3,fixed,fixed,17,3,9,1
3,fixed,fixed,17,3,10,1
3,fixed,fixed,17,3,11,1
3,fixed,fixed,17,3,12,1
3,fixed,fixed,17,4,1,1
3,fixed,fixed,17,4,2,1
3,fixed,fixed,17,4,3,1
3,fixed,fixed,17,4,4,0
3,fixed,fixed,17,4,5,1
3,fixed,fixed,17,4,6,1
3,fixed,fixed,17,4,7,0
3,fixed,fixed,17,4,8,0
3,fixed,fixed,17,4,9,0
3,fixed,fixed,17,4,10,0
3,fixed,fixed,17,4,11,1
3,fixed,fixed,17,4,12,1
3,fixed,fixed,17,5,1,1
3,fixed,fixed,17,5,2,1
3,fixed,fixed,17,5,3,1
3,fixed,fixed,17,5,4,1
3,fixed,fixed,17,5,5,1
3,fixed,fixed,17,5,6,1
3,fixed,fixed,17,5,7,0
3,fixed,fixed,17,5,8,0
3,fixed,fixed,17,5,9,0
3,fixed,fixed,17,5,10,0
3,fixed,fixed,17,5,11,0
3,fixed,fixed,17,5,12,0
3,fixed,fixed,17,6,1,1
3,fixed,fixed,17,6,2,1
3,fixed,fixed,17,6,3,1
3,fixed,fixed,17,6,4,1
3,fixed,fixed,17,6,5,1
3,fixed,fixed,17,6,6,1
3,fixed,fixed,17,6,7,1
3,fixed,fixed,17,6,8,0
3,fixed,fixed,17,6,9,0
3,fixed,fixed,17,6,10,0
3,fixed,fixed,17,6,11,0
3,fixed,fixed,17,6,12,0
3,fixed,fixed,18,0,1,1
3,fixed,fixed,18,0,2,1
3,fixed,fixed,18,0,3,1
3,fixed,fixed,18,0,4,1
3,fixed,fixed,18,0,5,1
3,fixed,fixed,18,0,6,1
3,fixed,fixed,18,0,7,1
3,fixed,fixed,18,0,8,0
3,fixed,fixed,18,0,9,1
3,fixed,fixed,18,0,10,1
3,fixed,fixed,18,0,11,0
3,fixed,fixed,18,0,12,0
3,fixed,fixed,18,1,1,1
3,fixed,fixed,18,1,2,1
3,fixed,fixed,18,1,3,1
3,fixed,fixed,18,1,4,1
3,fixed,fixed,18,1,5,1
3,fixed,fixed,18,1,6,1
3,fixed,fixed,18,1,7,1
3,fixed,fixed,18,1,8,1
3,fixed,fixed,18,1,9,1
3,fixed,fixed,18,1,10,1
3,fixed,fixed,18,1,11,1
3,fixed,fixed,18,1,12,1
3,fixed,fixed,18,2,1,1
3,fixed,fixed,18,2,2,1
3,fixed,fixed,18,2,3,1
3,fixed,fixed,18,2,4,1
3,fixed,fixed,18,2,5,1
3,fixed,fixed,18,2,6,1
3,fixed,fixed,18,2,7,1
3,fixed,fixed,18,2,8,1
3,fixed,fixed,18,2,9,1
3,fixed,fixed,18,2,10,1
3,fixed,fixed,18,2,11,1
3,fixed,fixed,18,2,12,1
3,fixed,fixed,18,3,1,0
3,fixed,fixed,18,3,2,0
3,fixed,fixed,18,3,3,1
3,fixed,fixed,18,3,4,1
3,fixed,fixed,18,3,5,1
3,fixed,fixed,18,3,6,1
3,fixed,fixed,18,3,7,1
3,fixed,fixed,18,3,8,1
3,fixed,fixed,18,3,9,1
3,fixed,fixed,18,3,10,1
3,fixed,fixed,18,3,11,1
3,fixed,fixed,18,3,12,1
3,fixed,fixed,18,4,1,1
3,fixed,fixed,18,4,2,1
3,fixed,fixed,18,4,3,1
3,fixed,fixed,18,4,4,1
3,fixed,fixed,18,4,5,1
3,fixed,fixed,18,4,6,1
3,fixed,fixed,18,4,7,1
3,fixed,fixed,18,4,8,0
3,fixed,fixed,18,4,9,0
3,fixed,fixed,18,4,10,1
3,fixed,fixed,18,4,11,0
3,fixed,fixed,18,4,12,0
3,fixed,fixed,18,5,1,0
3,fixed,fixed,18,5,2,1
3,fixed,fixed,18,5,3,1
3,fixed,fixed,18,5,4,1
3,fixed,fixed,18,5,5,1
3,fixed,fixed,18,5,6,1
3,fixed,fixed,18,5,7,0
3,fixed,fixed,18,5,8,1
3,fixed,fixed,18,5,9,0
3,fixed,fixed,18,5,10,0
3,fixed,fixed,18,5,11,0
3,fixed,fixed,18,5,12,0
3,fixed,fixed,18,6,1,0
3,fixed,fixed,18,6,2,1
3,fixed,fixed,18,6,3,1
3,fixed,fixed,18,6,4,1
3,fixed,fixed,18,6,5,1
3,fixed,fixed,18,6,6,1
3,fixed,fixed,18,6,7,0
3,fixed,fixed,18,6,8,0
3,fixed,fixed,18,6,9,0
3,fixed,fixed,18,6,10,0
3,fixed,fixed,18,6,11,0
3,fixed,fixed,18,6,12,0
3,fixed,fixed,19,0,1,1
3,fixed,fixed,19,0,2,0
3,fixed,fixed,19,0,3,0
3,fixed,fixed,19,0,4,0
3,fixed,fixed,19,0,5,0
3,fixed,fixed,19,0,6,0
3,fixed,fixed,19,0,7,0
3,fixed,fixed,19,0,8,1
3,fixed,fixed,19,0,9,0
3,fixed,fixed,19,0,10,1
3,fixed,fixed,19,0,11,1
3,fixed,fixed,19,0,12,0
3,fixed,fixed,19,1,1,0
3,fixed,fixed,19,1,2,1
3,fixed,fixed,19,1,3,0
3,fixed,fixed,19,1,4,0
3,fixed,fixed,19,1,5,0
3,fixed,fixed,19,1,6,0
3,fixed,fixed,19,1,7,1
3,fixed,fixed,19,1,8,1
3,fixed,fixed,19,1,9,0
3,fixed,fixed,19,1,10,0
3,fixed,fixed,19,1,11,1
3,fixed,fixed,19,1,12,0
3,fixed,fixed,19,2,1,0
3,fixed,fixed,19,2,2,1
3,fixed,fixed,19,2,3,0
3,fixed,fixed,19,2,4,0
3,fixed,fixed,19,2,5,0
3,fixed,fixed,19,2,6,0
3,fixed,fixed,19,2,7,1
3,fixed,fixed,19,2,8,1
3,fixed,fixed,19,2,9,0
3,fixed,fixed,19,2,10,0
3,fixed,fixed,19,2,11,0
3,fixed,fixed,19,2,12,0
3,fixed,fixed,19,3,1,1
3,fixed,fixed,19,3,2,1
3,fixed,fixed,19,3,3,0
3,fixed,fixed,19,3,4,0
3,fixed,fixed,19,3,5,1
3,fixed,fixed,19,3,6,0
3,fixed,fixed,19,3,7,0
3,fixed,fixed,19,3,8,1
3,fixed,fixed,19,3,9,0
3,fixed,fixed,19,3,10,0
3,fixed,fixed,19,3,11,0
3,fixed,fixed,19,3,12,0
3,fixed,fixed,19,4,1,0
3,fixed,fixed,19,4,2,0
3,fixed,fixed,19,4,3,0
3,fixed,fixed,19,4,4,0
3,fixed,fixed,19,4,5,0
3,fixed,fixed,19,4,6,0
3,fixed,fixed,19,4,7,0
3,fixed,fixed,19,4,8,0
3,fixed,fixed,19,4,9,1
3,fixed,fixed,19,4,10,0
3,fixed,fixed,19,4,11,0
3,fixed,fixed,19,4,12,0
3,fixed,fixed,19,5,1,0
3,fixed,fixed,19,5,2,0
3,fixed,fixed,19,5,3,1
3,fixed,fixed,19,5,4,1
3,fixed,fixed,19,5,5,0
3,fixed,fixed,19,5,6,0
3,fixed,fixed,19,5,7,0
3,fixed,fixed,19,5,8,0
3,fixed,fixed,19,5,9,0
3,fixed,fixed,19,5,10,0
3,fixed,fixed,19,5,11,0
3,fixed,fixed,19,5,12,0
3,fixed,fixed,19,6,1,0
3,fixed,fixed,19,6,2,0
3,fixed,fixed,19,6,3,1
3,fixed,fixed,19,6,4,0
3,fixed,fixed,19,6,5,0
3,fixed,fixed,19,6,6,1
3,fixed,fixed,19,6,7,0
3,fixed,fixed,19,6,8,0
3,fixed,fixed,19,6,9,0
3,fixed,fixed,19,6,10,0
3,fixed,fixed,19,6,11,0
3,fixed,fixed,19,6,12,0
3,fixed,fixed,20,0,1,0
3,fixed,fixed,20,0,2,1
3,fixed,fixed,20,0,3,1
3,fixed,fixed,20,0,4,0
3,fixed,fixed,20,0,5,1
3,fixed,fixed,20,0,6,0
3,fixed,fixed,20,0,7,1
3,fixed,fixed,20,0,8,1
3,fixed,fixed,20,0,9,0
