subj,group,cb,trialNum,trialType,x,y,dimValR
9016,single pos,2,9,GSCol,3,34.75,9
9016,single pos,2,10,GSCol,5,97.25,7
9016,single pos,2,11,GSCol,8,39.25,4
9019,single pos,1,1,GSCol,2,100,2
9019,single pos,1,2,GSCol,3,100,3
9019,single pos,1,3,GSCol,10,100,10
9019,single pos,1,4,GSCol,9,100,9
9019,single pos,1,5,GSCol,8,100,8
9019,single pos,1,6,GSCol,7,100,7
9019,single pos,1,7,GSCol,4,100,4
9019,single pos,1,8,GSCol,11,100,11
9019,single pos,1,9,GSCol,6,100,6
9019,single pos,1,10,GSCol,5,100,5
9019,single pos,1,11,GSCol,1,100,1
9022,single pos,2,1,GSCol,4,86.75,8
9022,single pos,2,2,GSCol,1,52,11
9022,single pos,2,3,GSCol,7,85.5,5
9022,single pos,2,4,GSCol,9,0.25,3
9022,single pos,2,5,GSCol,5,99.5,7
9022,single pos,2,6,GSCol,11,0,1
9022,single pos,2,7,GSCol,2,50,10
9022,single pos,2,8,GSCol,6,99.75,6
9022,single pos,2,9,GSCol,3,48.75,9
9022,single pos,2,10,GSCol,8,0,4
9022,single pos,2,11,GSCol,10,0,2
9025,single pos,1,1,GSCol,9,66.75,9
9025,single pos,1,2,GSCol,1,59.5,1
9025,single pos,1,3,GSCol,7,98.25,7
9025,single pos,1,4,GSCol,2,82.5,2
9025,single pos,1,5,GSCol,6,99.75,6
9025,single pos,1,6,GSCol,5,99,5
9025,single pos,1,7,GSCol,3,84.75,3
9025,single pos,1,8,GSCol,4,98,4
9025,single pos,1,9,GSCol,10,53.25,10
9025,single pos,1,10,GSCol,8,99.5,8
9025,single pos,1,11,GSCol,11,56.75,11
9028,single pos,2,1,GSCol,7,89,5
9028,single pos,2,2,GSCol,2,55.25,10
9028,single pos,2,3,GSCol,8,82.75,4
9028,single pos,2,4,GSCol,4,62.5,8
9028,single pos,2,5,GSCol,5,79.5,7
9028,single pos,2,6,GSCol,9,83.25,3
9028,single pos,2,7,GSCol,3,38.5,9
9028,single pos,2,8,GSCol,6,93.5,6
9028,single pos,2,9,GSCol,1,40,11
9028,single pos,2,10,GSCol,11,53.25,1
9028,single pos,2,11,GSCol,10,54.25,2
9031,single pos,1,1,GSCol,10,42.25,10
9031,single pos,1,2,GSCol,1,0,1
9031,single pos,1,3,GSCol,9,23.25,9
9031,single pos,1,4,GSCol,4,1,4
9031,single pos,1,5,GSCol,3,0.25,3
9031,single pos,1,6,GSCol,7,23.5,7
9031,single pos,1,7,GSCol,6,4.25,6
9031,single pos,1,8,GSCol,8,11,8
9031,single pos,1,9,GSCol,2,0.25,2
9031,single pos,1,10,GSCol,11,46.5,11
9031,single pos,1,11,GSCol,5,18.5,5
9034,single pos,2,1,GSCol,1,49.25,11
9034,single pos,2,2,GSCol,2,48.5,10
9034,single pos,2,3,GSCol,6,100,6
9034,single pos,2,4,GSCol,11,50,1
9034,single pos,2,5,GSCol,9,48.25,3
9034,single pos,2,6,GSCol,3,48.75,9
9034,single pos,2,7,GSCol,10,48.25,2
9034,single pos,2,8,GSCol,5,100,7
9034,single pos,2,9,GSCol,4,48.25,8
9034,single pos,2,10,GSCol,8,48.25,4
9034,single pos,2,11,GSCol,7,48.25,5
9037,single pos,1,1,GSCol,10,0.75,10
9037,single pos,1,2,GSCol,4,3.75,4
9037,single pos,1,3,GSCol,1,18,1
9037,single pos,1,4,GSCol,6,15.5,6
9037,single pos,1,5,GSCol,11,10.75,11
9037,single pos,1,6,GSCol,7,12.25,7
9037,single pos,1,7,GSCol,8,20,8
9037,single pos,1,8,GSCol,9,3.75,9
9037,single pos,1,9,GSCol,2,16.25,2
9037,single pos,1,10,GSCol,5,10.75,5
9037,single pos,1,11,GSCol,3,11.75,3
9040,single pos,2,1,GSCol,6,100,6
9040,single pos,2,2,GSCol,2,52,10
9040,single pos,2,3,GSCol,3,49.25,9
9040,single pos,2,4,GSCol,9,48.5,3
9040,single pos,2,5,GSCol,4,100,8
9040,single pos,2,6,GSCol,11,47.75,1
9040,single pos,2,7,GSCol,7,100,5
9040,single pos,2,8,GSCol,8,100,4
9040,single pos,2,9,GSCol,5,100,7
9040,single pos,2,10,GSCol,10,49.25,2
9040,single pos,2,11,GSCol,1,50,11
9043,single pos,1,1,GSCol,10,50,10
9043,single pos,1,2,GSCol,3,50.25,3
9043,single pos,1,3,GSCol,4,52.25,4
9043,single pos,1,4,GSCol,2,51.5,2
9043,single pos,1,5,GSCol,9,49.25,9
9043,single pos,1,6,GSCol,1,51.75,1
9043,single pos,1,7,GSCol,8,52,8
9043,single pos,1,8,GSCol,6,100,6
9043,single pos,1,9,GSCol,7,100,7
9043,single pos,1,10,GSCol,5,100,5
9043,single pos,1,11,GSCol,11,49.25,11
9046,single pos,2,1,GSCol,6,83,6
9046,single pos,2,2,GSCol,5,83,7
9046,single pos,2,3,GSCol,2,68.5,10
9046,single pos,2,4,GSCol,7,83.5,5
9046,single pos,2,5,GSCol,9,62.25,3
9046,single pos,2,6,GSCol,3,74.25,9
9046,single pos,2,7,GSCol,1,1.75,11
9046,single pos,2,8,GSCol,4,22.75,8
9046,single pos,2,9,GSCol,11,63.25,1
9046,single pos,2,10,GSCol,10,59.75,2
9046,single pos,2,11,GSCol,8,59.75,4
9049,single pos,1,1,GSCol,6,100,6
9049,single pos,1,2,GSCol,5,100,5
9049,single pos,1,3,GSCol,8,48.5,8
9049,single pos,1,4,GSCol,2,0,2
9049,single pos,1,5,GSCol,3,0,3
9049,single pos,1,6,GSCol,4,94.25,4
9049,single pos,1,7,GSCol,9,37.25,9
9049,single pos,1,8,GSCol,1,0,1
9049,single pos,1,9,GSCol,10,0,10
9049,single pos,1,10,GSCol,7,100,7
9049,single pos,1,11,GSCol,11,0,11
9052,single pos,2,1,GSCol,1,59.5,11
9052,single pos,2,2,GSCol,2,42.5,10
9052,single pos,2,3,GSCol,10,15,2
9052,single pos,2,4,GSCol,4,98.75,8
9052,single pos,2,5,GSCol,3,50,9
9052,single pos,2,6,GSCol,6,91.75,6
9052,single pos,2,7,GSCol,9,22.75,3
9052,single pos,2,8,GSCol,7,83.5,5
9052,single pos,2,9,GSCol,11,1.75,1
9052,single pos,2,10,GSCol,8,42.5,4
9052,single pos,2,11,GSCol,5,98.75,7
9055,single pos,1,1,GSCol,5,83.25,5
9055,single pos,1,2,GSCol,11,67,11
9055,single pos,1,3,GSCol,6,100,6
9055,single pos,1,4,GSCol,8,55.75,8
9055,single pos,1,5,GSCol,4,73.75,4
9055,single pos,1,6,GSCol,9,55.75,9
9055,single pos,1,7,GSCol,3,80.25,3
9055,single pos,1,8,GSCol,1,53.5,1
9055,single pos,1,9,GSCol,7,53.5,7
9055,single pos,1,10,GSCol,2,50.25,2
9055,single pos,1,11,GSCol,10,58,10
9058,single pos,2,1,GSCol,9,92.5,3
9058,single pos,2,2,GSCol,1,27.25,11
9058,single pos,2,3,GSCol,8,100,4
9058,single pos,2,4,GSCol,4,55,8
9058,single pos,2,5,GSCol,11,70,1
9058,single pos,2,6,GSCol,7,98.75,5
9058,single pos,2,7,GSCol,2,31.75,10
9058,single pos,2,8,GSCol,5,95.25,7
9058,single pos,2,9,GSCol,3,70,9
9058,single pos,2,10,GSCol,6,98.75,6
9058,single pos,2,11,GSCol,10,84.25,2
9061,single pos,1,1,GSCol,3,51.5,3
9061,single pos,1,2,GSCol,6,100,6
9061,single pos,1,3,GSCol,1,44.75,1
9061,single pos,1,4,GSCol,8,92.25,8
9061,single pos,1,5,GSCol,2,47.25,2
9061,single pos,1,6,GSCol,9,91.75,9
9061,single pos,1,7,GSCol,11,80.75,11
9061,single pos,1,8,GSCol,4,46.5,4
9061,single pos,1,9,GSCol,7,100,7
9061,single pos,1,10,GSCol,10,87.25,10
9061,single pos,1,11,GSCol,5,61.25,5
9064,single pos,2,1,GSCol,6,97.75,6
9064,single pos,2,2,GSCol,2,86,10
9064,single pos,2,3,GSCol,3,86,9
9064,single pos,2,4,GSCol,8,3.25,4
9064,single pos,2,5,GSCol,11,0.25,1
9064,single pos,2,6,GSCol,4,71.5,8
9064,single pos,2,7,GSCol,7,69.25,5
9064,single pos,2,8,GSCol,9,50.75,3
9064,single pos,2,9,GSCol,5,97.5,7
9064,single pos,2,10,GSCol,1,40.25,11
9064,single pos,2,11,GSCol,10,16.5,2
9067,single pos,1,1,GSCol,11,0,11
9067,single pos,1,2,GSCol,4,19,4
9067,single pos,1,3,GSCol,3,15.5,3
9067,single pos,1,4,GSCol,6,98.75,6
9067,single pos,1,5,GSCol,9,1,9
9067,single pos,1,6,GSCol,7,56,7
9067,single pos,1,7,GSCol,2,31.5,2
9067,single pos,1,8,GSCol,10,0,10
9067,single pos,1,9,GSCol,5,37.25,5
9067,single pos,1,10,GSCol,1,28.25,1
9067,single pos,1,11,GSCol,8,1.75,8
9070,single pos,2,1,GSCol,2,0,10
9070,single pos,2,2,GSCol,5,99.75,7
9070,single pos,2,3,GSCol,4,51,8
9070,single pos,2,4,GSCol,8,100,4
9070,single pos,2,5,GSCol,1,35.75,11
9070,single pos,2,6,GSCol,9,99.5,3
9070,single pos,2,7,GSCol,11,72.75,1
9070,single pos,2,8,GSCol,10,69.25,2
9070,single pos,2,9,GSCol,6,52.5,6
9070,single pos,2,10,GSCol,3,32,9
9070,single pos,2,11,GSCol,7,100,5
9073,single pos,1,1,GSCol,5,95.25,5
9073,single pos,1,2,GSCol,4,5,4
9073,single pos,1,3,GSCol,8,48.25,8
9073,single pos,1,4,GSCol,6,68.75,6
9073,single pos,1,5,GSCol,3,4,3
9073,single pos,1,6,GSCol,10,4,10
9073,single pos,1,7,GSCol,2,10.75,2
9073,single pos,1,8,GSCol,9,54.25,9
9073,single pos,1,9,GSCol,1,11.5,1
9073,single pos,1,10,GSCol,7,63,7
9073,single pos,1,11,GSCol,11,41,11
9076,single pos,2,1,GSCol,2,2.5,10
9076,single pos,2,2,GSCol,11,19,1
9076,single pos,2,3,GSCol,4,45.25,8
9076,single pos,2,4,GSCol,9,96.25,3
9076,single pos,2,5,GSCol,10,95,2
9076,single pos,2,6,GSCol,7,20.5,5
9076,single pos,2,7,GSCol,5,50.75,7
9076,single pos,2,8,GSCol,8,73.25,4
9076,single pos,2,9,GSCol,3,59,9
9076,single pos,2,10,GSCol,6,67.5,6
9076,single pos,2,11,GSCol,1,45.5,11
9079,single pos,1,1,GSCol,4,100,4
9079,single pos,1,2,GSCol,2,91,2
9079,single pos,1,3,GSCol,6,100,6
9079,single pos,1,4,GSCol,5,100,5
9079,single pos,1,5,GSCol,11,84.5,11
9079,single pos,1,6,GSCol,7,77.25,7
9079,single pos,1,7,GSCol,1,58.25,1
9079,single pos,1,8,GSCol,3,57,3
9079,single pos,1,9,GSCol,8,73.75,8
9079,single pos,1,10,GSCol,9,74.75,9
9079,single pos,1,11,GSCol,10,70.25,10
9082,single pos,2,1,GSCol,7,87,5
9082,single pos,2,2,GSCol,5,76.5,7
9082,single pos,2,3,GSCol,1,33.5,11
9082,single pos,2,4,GSCol,3,40.25,9
9082,single pos,2,5,GSCol,8,87.25,4
9082,single pos,2,6,GSCol,9,87.25,3
9082,single pos,2,7,GSCol,2,14.25,10
9082,single pos,2,8,GSCol,4,54.25,8
9082,single pos,2,9,GSCol,11,90.25,1
9082,single pos,2,10,GSCol,10,94.75,2
9082,single pos,2,11,GSCol,6,99.5,6
9085,single pos,1,1,GSCol,2,68.75,2
9085,single pos,1,2,GSCol,8,84.75,8
9085,single pos,1,3,GSCol,11,89,11
9085,single pos,1,4,GSCol,5,78,5
9085,single pos,1,5,GSCol,4,78,4
9085,single pos,1,6,GSCol,10,84.5,10
9085,single pos,1,7,GSCol,1,52.75,1
9085,single pos,1,8,GSCol,7,90.5,7
9085,single pos,1,9,GSCol,9,92.75,9
9085,single pos,1,10,GSCol,3,65.25,3
9085,single pos,1,11,GSCol,6,81.75,6
9088,single pos,2,1,GSCol,8,99.75,4
9088,single pos,2,2,GSCol,1,1.25,11
9088,single pos,2,3,GSCol,4,63.25,8
9088,single pos,2,4,GSCol,7,97.5,5
9088,single pos,2,5,GSCol,10,63,2
9088,single pos,2,6,GSCol,11,56.25,1
9088,single pos,2,7,GSCol,9,76.75,3
9088,single pos,2,8,GSCol,2,76.75,10
9088,single pos,2,9,GSCol,6,76.75,6
9088,single pos,2,10,GSCol,5,98.5,7
9088,single pos,2,11,GSCol,3,71.5,9
9091,single pos,1,1,GSCol,10,0,10
9091,single pos,1,2,GSCol,2,0.25,2
9091,single pos,1,3,GSCol,4,0.5,4
9091,single pos,1,4,GSCol,7,100,7
9091,single pos,1,5,GSCol,1,0,1
9091,single pos,1,6,GSCol,6,100,6
9091,single pos,1,7,GSCol,9,0.25,9
9091,single pos,1,8,GSCol,8,100,8
9091,single pos,1,9,GSCol,5,0,5
9091,single pos,1,10,GSCol,11,0.25,11
9091,single pos,1,11,GSCol,3,0.25,3
9094,single pos,2,1,GSCol,1,100,11
9094,single pos,2,2,GSCol,2,99,10
9094,single pos,2,3,GSCol,4,100,8
9094,single pos,2,4,GSCol,6,100,6
9094,single pos,2,5,GSCol,5,100,7
9094,single pos,2,6,GSCol,11,45,1
9094,single pos,2,7,GSCol,8,36.75,4
9094,single pos,2,8,GSCol,7,31.5,5
9094,single pos,2,9,GSCol,10,51,2
9094,single pos,2,10,GSCol,3,70.25,9
9094,single pos,2,11,GSCol,9,99.25,3
9097,single pos,1,1,GSCol,7,66,7
9097,single pos,1,2,GSCol,1,55,1
9097,single pos,1,3,GSCol,5,71.75,5
9097,single pos,1,4,GSCol,8,69.5,8
9097,single pos,1,5,GSCol,2,56.75,2
9097,single pos,1,6,GSCol,4,56.5,4
9097,single pos,1,7,GSCol,3,55.25,3
9097,single pos,1,8,GSCol,6,67.75,6
9097,single pos,1,9,GSCol,10,72.5,10
9097,single pos,1,10,GSCol,9,73.75,9
9097,single pos,1,11,GSCol,11,73.25,11
9100,single pos,2,1,GSCol,2,23.25,10
9100,single pos,2,2,GSCol,8,98,4
9100,single pos,2,3,GSCol,4,0,8
9100,single pos,2,4,GSCol,7,98.75,5
9100,single pos,2,5,GSCol,11,69,1
9100,single pos,2,6,GSCol,9,69,3
9100,single pos,2,7,GSCol,1,22.5,11
9100,single pos,2,8,GSCol,6,98,6
9100,single pos,2,9,GSCol,3,4,9
9100,single pos,2,10,GSCol,10,97.75,2
9100,single pos,2,11,GSCol,5,47,7
9103,single pos,1,1,GSCol,4,41.5,4
9103,single pos,1,2,GSCol,9,11.25,9
9103,single pos,1,3,GSCol,7,98,7
9103,single pos,1,4,GSCol,1,3.75,1
9103,single pos,1,5,GSCol,6,98.75,6
9103,single pos,1,6,GSCol,2,3.75,2
9103,single pos,1,7,GSCol,11,4,11
9103,single pos,1,8,GSCol,5,97.75,5
9103,single pos,1,9,GSCol,3,0.5,3
9103,single pos,1,10,GSCol,8,96.5,8
9103,single pos,1,11,GSCol,10,4,10
9106,single pos,2,1,GSCol,8,95.75,4
9106,single pos,2,2,GSCol,10,89.75,2
9106,single pos,2,3,GSCol,6,100,6
9106,single pos,2,4,GSCol,9,79.25,3
9106,single pos,2,5,GSCol,11,50.5,1
9106,single pos,2,6,GSCol,2,85.25,10
9106,single pos,2,7,GSCol,1,81.25,11
9106,single pos,2,8,GSCol,5,100,7
9106,single pos,2,9,GSCol,3,76.25,9
9106,single pos,2,10,GSCol,7,100,5
9106,single pos,2,11,GSCol,4,76,8
9109,single pos,1,1,GSCol,9,44.25,9
9109,single pos,1,2,GSCol,6,98.25,6
9109,single pos,1,3,GSCol,10,5.5,10
9109,single pos,1,4,GSCol,1,0,1
9109,single pos,1,5,GSCol,7,91.5,7
9109,single pos,1,6,GSCol,4,12.5,4
9109,single pos,1,7,GSCol,8,79.25,8
9109,single pos,1,8,GSCol,11,47.5,11
9109,single pos,1,9,GSCol,3,12.25,3
9109,single pos,1,10,GSCol,2,12.25,2
9109,single pos,1,11,GSCol,5,15.75,5
9112,single pos,2,1,GSCol,9,48.5,3
9112,single pos,2,2,GSCol,1,70.75,11
9112,single pos,2,3,GSCol,10,99.5,2
9112,single pos,2,4,GSCol,4,100,8
9112,single pos,2,5,GSCol,8,0,4
9112,single pos,2,6,GSCol,6,14.25,6
9112,single pos,2,7,GSCol,11,9.25,1
9112,single pos,2,8,GSCol,3,100,9
9112,single pos,2,9,GSCol,7,16.5,5
9112,single pos,2,10,GSCol,2,47.25,10
9112,single pos,2,11,GSCol,5,6.25,7
9115,single pos,1,1,GSCol,3,0,3
9115,single pos,1,2,GSCol,6,100,6
9115,single pos,1,3,GSCol,2,0,2
9115,single pos,1,4,GSCol,7,100,7
9115,single pos,1,5,GSCol,4,0,4
9115,single pos,1,6,GSCol,11,49,11
9115,single pos,1,7,GSCol,10,49,10
9115,single pos,1,8,GSCol,5,0,5
9115,single pos,1,9,GSCol,1,0,1
9115,single pos,1,10,GSCol,9,100,9
9115,single pos,1,11,GSCol,8,100,8
9118,single pos,2,1,GSCol,1,64.25,11
9118,single pos,2,2,GSCol,10,8,2
9118,single pos,2,3,GSCol,11,8,1
9118,single pos,2,4,GSCol,4,35.75,8
9118,single pos,2,5,GSCol,5,0.75,7
9118,single pos,2,6,GSCol,8,74.25,4
9118,single pos,2,7,GSCol,7,69,5
9118,single pos,2,8,GSCol,2,60,10
9118,single pos,2,9,GSCol,6,0.75,6
9118,single pos,2,10,GSCol,9,78.5,3
9118,single pos,2,11,GSCol,3,78.75,9
9121,single pos,1,1,GSCol,1,0,1
9121,single pos,1,2,GSCol,8,51.5,8
9121,single pos,1,3,GSCol,4,24,4
9121,single pos,1,4,GSCol,11,39,11
9121,single pos,1,5,GSCol,2,0,2
9121,single pos,1,6,GSCol,10,92.75,10
9121,single pos,1,7,GSCol,7,100,7
9121,single pos,1,8,GSCol,6,41.5,6
9121,single pos,1,9,GSCol,9,100,9
9121,single pos,1,10,GSCol,3,0,3
9121,single pos,1,11,GSCol,5,100,5
9124,single pos,2,1,GSCol,9,5.5,3
9124,single pos,2,2,GSCol,8,8,4
9124,single pos,2,3,GSCol,6,97.75,6
9124,single pos,2,4,GSCol,2,71,10
9124,single pos,2,5,GSCol,5,79.75,7
9124,single pos,2,6,GSCol,7,53.75,5
9124,single pos,2,7,GSCol,1,53.75,11
9124,single pos,2,8,GSCol,10,27.5,2
9124,single pos,2,9,GSCol,11,17.25,1
9124,single pos,2,10,GSCol,4,81.25,8
9124,single pos,2,11,GSCol,3,75.75,9
9127,single pos,1,1,GSCol,10,85.5,10
9127,single pos,1,2,GSCol,6,100,6
9127,single pos,1,3,GSCol,1,59,1
9127,single pos,1,4,GSCol,8,100,8
9127,single pos,1,5,GSCol,11,90,11
9127,single pos,1,6,GSCol,7,100,7
9127,single pos,1,7,GSCol,9,91.25,9
9127,single pos,1,8,GSCol,4,68,4
9127,single pos,1,9,GSCol,3,59.25,3
9127,single pos,1,10,GSCol,2,55.25,2
9127,single pos,1,11,GSCol,5,83.75,5
9130,single pos,2,1,GSCol,11,56.5,1
9130,single pos,2,2,GSCol,1,84.75,11
9130,single pos,2,3,GSCol,2,82.5,10
9130,single pos,2,4,GSCol,4,66.5,8
9130,single pos,2,5,GSCol,5,63.75,7
9130,single pos,2,6,GSCol,7,100,5
9130,single pos,2,7,GSCol,9,92.25,3
9130,single pos,2,8,GSCol,3,28.75,9
9130,single pos,2,9,GSCol,6,100,6
9130,single pos,2,10,GSCol,8,48.25,4
9130,single pos,2,11,GSCol,10,7.75,2
9133,single pos,1,1,GSCol,6,79,6
9133,single pos,1,2,GSCol,11,59.25,11
9133,single pos,1,3,GSCol,7,100,7
9133,single pos,1,4,GSCol,10,24.25,10
9133,single pos,1,5,GSCol,3,88.75,3
9133,single pos,1,6,GSCol,1,70.75,1
9133,single pos,1,7,GSCol,5,98.75,5
9133,single pos,1,8,GSCol,4,40.5,4
9133,single pos,1,9,GSCol,2,66.75,2
9133,single pos,1,10,GSCol,9,30.25,9
9133,single pos,1,11,GSCol,8,12.5,8
9136,single pos,2,1,GSCol,10,0,2
9136,single pos,2,2,GSCol,3,100,9
9136,single pos,2,3,GSCol,7,51.5,5
9136,single pos,2,4,GSCol,8,0,4
9136,single pos,2,5,GSCol,6,100,6
9136,single pos,2,6,GSCol,2,100,10
9136,single pos,2,7,GSCol,11,20.5,1
9136,single pos,2,8,GSCol,5,82,7
9136,single pos,2,9,GSCol,4,100,8
9136,single pos,2,10,GSCol,9,0,3
9136,single pos,2,11,GSCol,1,98,11
9139,single pos,1,1,GSCol,1,97.25,1
9139,single pos,1,2,GSCol,11,96.75,11
9139,single pos,1,3,GSCol,5,97.25,5
9139,single pos,1,4,GSCol,2,98.5,2
9139,single pos,1,5,GSCol,8,98,8
9139,single pos,1,6,GSCol,7,97,7
9139,single pos,1,7,GSCol,10,97.5,10
9139,single pos,1,8,GSCol,3,98.5,3
9139,single pos,1,9,GSCol,4,98.25,4
9139,single pos,1,10,GSCol,9,98,9
9139,single pos,1,11,GSCol,6,98.25,6
